,carat,cut,color,clarity,depth,table,price,x,y,z
37082,0.34,Ideal,E,VVS1,61.4,56.0,973,4.51,4.54,2.78
37083,0.34,Ideal,E,VVS1,62.2,54.0,973,4.52,4.55,2.82
37084,0.53,Ideal,I,SI2,62.0,54.0,973,5.19,5.23,3.23
37085,0.51,Ideal,G,SI2,60.6,57.0,973,5.17,5.2,3.14
37086,0.46,Ideal,I,VS1,62.3,56.0,974,4.96,4.93,3.08
37087,0.41,Very Good,F,VS1,61.5,57.0,974,4.77,4.81,2.95
37088,0.52,Very Good,I,SI2,60.9,59.0,974,5.14,5.18,3.14
37089,0.39,Ideal,G,VVS2,61.1,56.0,974,4.7,4.72,2.88
37090,0.35,Ideal,G,IF,61.8,56.0,974,4.52,4.57,2.81
37092,0.33,Ideal,F,VVS2,60.9,56.0,974,4.47,4.5,2.73
37093,0.46,Ideal,I,VVS1,61.7,57.0,974,4.96,4.99,3.07
37094,0.34,Ideal,G,IF,61.2,56.0,974,4.53,4.55,2.78
37095,0.34,Ideal,G,IF,62.1,54.0,974,4.48,4.5,2.79
37096,0.34,Ideal,G,IF,61.4,56.0,974,4.5,4.53,2.77
37097,0.34,Ideal,G,IF,61.9,54.0,974,4.51,4.53,2.8
37098,0.34,Ideal,G,IF,61.5,55.0,974,4.51,4.53,2.78
37099,0.34,Ideal,G,IF,61.0,55.0,974,4.51,4.54,2.76
37100,0.34,Ideal,G,IF,61.3,56.0,974,4.52,4.55,2.78
37101,0.34,Ideal,G,IF,61.9,54.0,974,4.5,4.52,2.79
37102,0.34,Ideal,G,IF,60.9,56.0,974,4.5,4.53,2.75
37103,0.34,Ideal,G,IF,61.9,55.0,974,4.51,4.54,2.8
37104,0.34,Ideal,G,IF,62.2,53.0,974,4.49,4.52,2.8
37105,0.34,Ideal,G,IF,61.6,54.0,974,4.49,4.53,2.78
37106,0.34,Ideal,G,IF,61.3,55.0,974,4.53,4.57,2.79
37107,0.34,Ideal,G,IF,60.7,57.0,974,4.51,4.55,2.75
37110,0.38,Very Good,H,VVS1,60.0,57.0,975,4.75,4.79,2.86
37112,0.31,Ideal,F,VVS1,61.6,55.0,975,4.36,4.41,2.7
37113,0.31,Ideal,F,VVS1,61.1,56.0,975,4.37,4.4,2.68
37114,0.43,Ideal,F,SI1,62.5,56.0,975,4.84,4.82,3.02
37115,0.43,Ideal,E,SI1,62.6,56.0,975,4.82,4.79,3.01
37116,0.4,Ideal,E,VS2,61.1,56.0,975,4.77,4.75,2.91
37117,0.4,Premium,E,VS2,59.3,59.0,975,4.81,4.77,2.84
37118,0.4,Ideal,E,VS2,62.2,56.0,975,4.74,4.72,2.94
37119,0.4,Premium,E,VS2,61.9,59.0,975,4.75,4.72,2.93
37120,0.4,Ideal,E,VS2,62.3,56.0,975,4.75,4.72,2.95
37121,0.4,Ideal,E,VS2,62.9,55.0,975,4.74,4.73,2.98
37122,0.4,Ideal,E,VS2,62.9,55.0,975,4.73,4.72,2.97
37123,0.4,Premium,E,VS2,60.7,60.0,975,4.75,4.7,2.87
37124,0.4,Premium,E,VS2,62.2,59.0,975,4.74,4.71,2.94
37125,0.4,Ideal,E,VS2,62.4,55.0,975,4.74,4.71,2.95
37126,0.4,Ideal,E,VS2,62.4,56.0,975,4.74,4.71,2.95
37127,0.4,Ideal,E,VS2,62.6,57.0,975,4.73,4.7,2.95
37128,0.4,Ideal,E,VS2,62.0,57.0,975,4.7,4.66,2.9
37129,0.4,Premium,E,VS2,62.2,58.0,975,4.72,4.67,2.92
37130,0.4,Premium,E,VS2,62.5,58.0,975,4.73,4.65,2.93
37131,0.4,Ideal,F,VS2,61.9,55.0,975,4.77,4.73,2.94
37132,0.52,Premium,H,SI2,60.9,61.0,975,5.15,5.1,3.12
37133,0.5,Good,F,SI1,64.3,57.0,975,5.03,4.94,3.21
37134,0.39,Premium,E,VS2,59.7,59.0,975,4.83,4.79,2.87
37135,0.43,Very Good,G,VVS2,61.7,56.0,976,4.84,4.88,2.99
37136,0.43,Very Good,G,VVS2,60.2,56.0,976,4.95,4.97,2.99
37137,0.41,Very Good,G,VS1,60.6,56.0,976,4.83,4.87,2.94
37138,0.3,Ideal,G,VVS1,61.9,55.0,976,4.32,4.34,2.68
37139,0.43,Good,D,VS2,59.9,61.0,976,4.84,4.88,2.91
37140,0.51,Very Good,J,SI1,63.2,56.0,977,5.06,5.1,3.21
37141,0.4,Very Good,D,VVS2,59.4,61.0,977,4.77,4.82,2.85
37142,0.4,Very Good,D,VVS2,58.4,60.0,977,4.81,4.84,2.82
37143,0.4,Ideal,G,VVS1,61.3,56.0,977,4.74,4.75,2.91
37144,0.32,Ideal,D,VS1,61.2,55.0,977,4.41,4.45,2.71
37145,0.31,Ideal,F,VVS2,61.2,56.0,977,4.39,4.37,2.68
37146,0.31,Ideal,F,VVS2,62.4,55.0,977,4.36,4.33,2.71
37147,0.31,Ideal,H,IF,60.8,57.0,977,4.4,4.38,2.67
37148,0.31,Premium,G,VVS1,58.0,62.0,977,4.47,4.42,2.58
37149,0.31,Ideal,G,VVS1,62.8,57.0,977,4.33,4.3,2.71
37150,0.31,Premium,H,IF,60.4,58.0,977,4.43,4.41,2.67
37151,0.31,Premium,F,IF,61.9,58.0,977,4.39,4.36,2.71
37152,0.32,Premium,J,SI1,61.6,58.0,480,4.4,4.36,2.7
37153,0.32,Very Good,I,SI2,63.4,56.0,480,4.37,4.34,2.76
37154,0.32,Very Good,I,SI2,63.1,58.0,480,4.41,4.34,2.76
37155,0.32,Premium,J,SI1,63.0,58.0,480,4.35,4.32,2.73
37156,0.29,Very Good,E,VS1,61.4,61.0,481,4.22,4.25,2.6
37157,0.28,Ideal,H,VS1,62.3,55.0,481,4.21,4.24,2.63
37158,0.34,Ideal,D,SI2,61.4,56.0,481,4.5,4.55,2.78
37159,0.28,Ideal,F,SI1,60.6,55.0,481,4.26,4.3,2.6
37160,0.32,Very Good,H,SI1,61.8,56.0,482,4.38,4.41,2.71
37161,0.26,Ideal,H,VS1,62.3,54.0,482,4.07,4.11,2.55
37162,0.26,Ideal,H,VS1,62.2,55.0,482,4.12,4.14,2.57
37163,0.26,Ideal,H,VS1,62.1,55.0,482,4.07,4.11,2.54
37164,0.26,Ideal,H,VS1,62.2,54.0,482,4.09,4.11,2.55
37165,0.26,Ideal,H,VS1,62.2,55.0,482,4.08,4.09,2.54
37166,0.35,Ideal,J,VS1,62.6,53.7,483,4.51,4.54,2.83
37168,0.23,Very Good,F,VS1,63.2,58.0,483,3.89,3.86,2.45
37169,0.23,Very Good,G,VVS1,61.5,56.0,484,3.92,3.96,2.42
37170,0.23,Very Good,G,VVS1,62.0,56.0,484,3.95,3.98,2.46
37171,0.3,Very Good,G,VS2,62.1,57.0,484,4.27,4.29,2.66
37172,0.23,Ideal,H,VVS1,61.1,55.0,484,3.98,4.01,2.44
37173,0.3,Ideal,G,VS2,61.0,57.0,484,4.33,4.36,2.65
37174,0.4,Ideal,I,SI2,61.0,58.0,484,4.74,4.77,2.9
37175,0.3,Good,F,VS2,63.1,55.0,484,4.24,4.29,2.69
37176,0.3,Good,F,VS2,63.5,55.0,484,4.25,4.28,2.71
37177,0.24,Very Good,E,VVS2,63.6,54.0,485,3.96,4.0,2.53
37178,0.24,Very Good,E,VVS2,64.4,53.0,485,3.92,3.94,2.53
37179,0.24,Very Good,E,VVS2,63.3,57.0,485,3.95,3.98,2.51
37180,0.24,Very Good,E,VVS2,63.4,57.0,485,3.95,3.97,2.51
37181,0.24,Very Good,E,VVS2,62.9,57.0,485,3.96,3.99,2.5
37182,0.32,Good,F,VVS1,63.8,54.0,977,4.38,4.31,2.77
37183,0.31,Premium,G,VVS1,59.8,62.0,977,4.41,4.35,2.62
37184,0.52,Good,I,SI1,63.6,60.0,978,5.05,5.1,3.23
37185,0.52,Very Good,I,SI1,62.5,59.0,978,5.06,5.12,3.18
37186,0.52,Good,I,SI1,63.3,55.0,978,5.1,5.13,3.24
37187,0.45,Ideal,J,VVS1,61.9,56.0,978,4.93,4.95,3.06
37188,0.39,Ideal,G,VVS1,62.0,56.0,978,4.66,4.7,2.9
37189,0.38,Ideal,F,VS1,62.5,56.0,978,4.6,4.62,2.88
37190,0.33,Ideal,D,VS1,61.2,55.0,978,4.48,4.51,2.75
37191,0.33,Ideal,D,VS1,61.0,56.0,978,4.49,4.52,2.75
37192,0.54,Ideal,J,SI2,61.3,58.0,978,5.24,5.27,3.22
37193,0.33,Ideal,F,IF,61.8,56.0,978,4.42,4.46,2.74
37194,0.5,Premium,G,SI2,60.7,57.0,978,5.15,5.07,3.1
37196,0.3,Ideal,E,VVS1,62.5,54.0,979,4.32,4.29,2.69
37197,0.31,Ideal,F,IF,62.0,56.0,979,4.32,4.36,2.69
37198,0.31,Ideal,F,IF,62.1,56.0,979,4.33,4.36,2.7
37199,0.31,Ideal,F,IF,61.8,54.0,979,4.33,4.37,2.69
37200,0.31,Ideal,F,IF,62.2,56.0,979,4.31,4.34,2.69
37201,0.31,Ideal,F,IF,62.1,55.0,979,4.34,4.35,2.7
37202,0.31,Premium,F,IF,61.5,58.0,979,4.33,4.35,2.67
37203,0.31,Ideal,E,VVS2,61.2,56.0,979,4.37,4.39,2.68
37204,0.31,Ideal,E,VVS2,60.9,56.0,979,4.39,4.41,2.68
37205,0.38,Ideal,G,VVS1,59.7,60.0,979,4.71,4.74,2.82
37206,0.38,Ideal,E,VS1,62.6,53.5,979,4.61,4.66,2.9
37207,0.38,Ideal,E,VS1,61.9,55.2,979,4.62,4.65,2.87
37208,0.39,Ideal,D,VS1,61.8,57.0,979,4.68,4.7,2.9
37209,0.46,Ideal,G,SI1,61.5,55.0,979,4.98,5.01,3.07
37210,0.35,Ideal,G,IF,62.6,57.0,979,4.51,4.53,2.82
37211,0.35,Ideal,G,IF,60.2,55.0,979,4.63,4.64,2.79
37212,0.35,Ideal,G,IF,61.2,57.0,979,4.54,4.57,2.79
37213,0.32,Premium,H,IF,61.8,58.0,979,4.39,4.35,2.7
37214,0.5,Good,D,SI2,63.7,60.0,979,5.09,5.02,3.22
37215,0.3,Premium,D,VS1,61.6,57.0,979,4.33,4.3,2.66
37216,0.4,Very Good,E,VS1,60.3,58.0,980,4.8,4.82,2.9
37217,0.36,Ideal,H,IF,60.6,56.0,980,4.64,4.66,2.82
37218,0.49,Premium,F,SI2,60.8,60.0,980,5.12,5.04,3.09
37219,0.4,Premium,G,VVS2,61.3,59.0,980,4.78,4.74,2.92
37220,0.4,Ideal,G,VS2,62.8,54.0,980,4.7,4.67,2.94
37222,0.33,Very Good,F,VVS1,63.3,57.0,980,4.44,4.38,2.79
37223,0.33,Very Good,E,VVS2,60.1,63.0,981,4.45,4.5,2.69
37224,0.43,Ideal,E,VS2,62.1,56.0,981,4.83,4.87,3.01
37225,0.43,Ideal,E,VS1,61.2,56.0,981,4.89,4.94,3.01
37226,0.43,Very Good,E,VS2,62.8,56.0,981,4.79,4.86,3.03
37227,0.43,Ideal,E,VS2,61.9,56.0,981,4.85,4.88,3.01
37228,0.43,Premium,E,VS2,61.6,59.0,981,4.81,4.84,2.97
37229,0.43,Ideal,E,VS2,62.2,57.0,981,4.8,4.84,3.0
37230,0.43,Ideal,E,VS2,62.0,57.0,981,4.82,4.85,3.0
37233,0.31,Ideal,D,VVS2,61.6,56.0,982,4.38,4.34,2.69
37234,0.31,Ideal,D,VVS2,62.4,56.0,982,4.38,4.34,2.72
37235,0.31,Ideal,D,VVS2,61.9,56.0,982,4.39,4.37,2.71
37236,0.31,Ideal,D,VVS2,62.0,56.0,982,4.37,4.34,2.7
37237,0.31,Premium,F,VVS1,59.4,58.0,982,4.45,4.41,2.63
37238,0.31,Ideal,D,VVS2,61.9,57.0,982,4.35,4.31,2.68
37239,0.4,Very Good,F,VVS2,60.5,57.0,982,4.76,4.79,2.89
37240,0.4,Premium,G,VVS2,62.0,58.0,982,4.68,4.74,2.92
37241,0.4,Very Good,G,VVS2,58.9,58.0,982,4.8,4.84,2.84
37242,0.4,Very Good,D,VS2,59.1,57.0,982,4.81,4.87,2.86
37243,0.4,Very Good,F,VS1,62.9,58.0,982,4.67,4.71,2.95
37244,0.4,Ideal,D,VS2,61.5,55.0,982,4.71,4.75,2.91
37245,0.4,Very Good,F,VS1,62.5,57.0,982,4.69,4.72,2.94
37246,0.4,Premium,F,VS1,61.9,59.0,982,4.67,4.7,2.9
37247,0.4,Ideal,D,VS2,61.6,57.0,982,4.71,4.77,2.92
37248,0.4,Premium,F,VS1,62.4,59.0,982,4.67,4.69,2.92
37249,0.4,Very Good,G,VVS2,62.5,60.0,982,4.65,4.7,2.92
37250,0.4,Premium,F,VS1,61.1,59.0,982,4.71,4.75,2.89
37251,0.4,Premium,G,VVS2,59.7,58.0,982,4.78,4.8,2.86
37252,0.4,Ideal,F,VS1,61.3,56.0,982,4.73,4.76,2.91
37253,0.4,Premium,F,VS1,62.5,59.0,982,4.66,4.69,2.92
37254,0.4,Premium,G,VVS2,61.1,58.0,982,4.74,4.76,2.9
37255,0.4,Premium,F,VS1,60.5,60.0,982,4.76,4.8,2.89
37256,0.4,Premium,D,VS2,62.4,59.0,982,4.7,4.72,2.94
37257,0.4,Premium,D,VS2,61.7,59.0,982,4.73,4.76,2.93
37258,0.4,Premium,G,VVS2,62.7,59.0,982,4.69,4.72,2.95
37259,0.4,Premium,F,VS1,62.6,58.0,982,4.68,4.72,2.94
37260,0.4,Very Good,F,VS1,60.4,61.0,982,4.74,4.77,2.87
37261,0.4,Ideal,G,VVS2,62.4,56.0,982,4.72,4.74,2.95
37262,0.4,Premium,D,VS2,62.5,59.0,982,4.66,4.72,2.93
37263,0.4,Premium,F,VS1,60.4,59.0,982,4.75,4.76,2.87
37264,0.4,Premium,F,VS1,61.4,58.0,982,4.73,4.75,2.91
37265,0.4,Premium,F,VS1,60.3,60.0,982,4.77,4.81,2.89
37266,0.4,Ideal,D,VS2,61.3,57.0,982,4.75,4.77,2.92
37267,0.4,Premium,D,VS2,60.5,59.0,982,4.76,4.8,2.89
37268,0.4,Ideal,I,IF,62.4,56.0,982,4.7,4.73,2.94
37269,0.4,Very Good,F,VS1,61.5,59.0,982,4.71,4.76,2.91
37270,0.4,Ideal,G,VVS2,62.4,56.0,982,4.64,4.68,2.91
37271,0.4,Ideal,F,VS1,62.7,55.0,982,4.74,4.76,2.98
37272,0.4,Very Good,D,VS2,62.8,57.0,982,4.68,4.72,2.95
37273,0.4,Premium,D,VS2,61.7,59.0,982,4.72,4.75,2.92
37274,0.4,Ideal,I,IF,62.2,56.0,982,4.71,4.75,2.94
37275,0.4,Ideal,D,VS2,60.4,56.0,982,4.73,4.77,2.87
37276,0.4,Ideal,F,VS1,61.1,56.0,982,4.75,4.78,2.91
37277,0.4,Ideal,D,VS2,62.3,57.0,982,4.72,4.75,2.95
37278,0.4,Ideal,D,VS2,61.3,56.0,982,4.74,4.79,2.92
37279,0.4,Premium,G,VVS2,61.7,59.0,982,4.73,4.76,2.93
37280,0.55,Ideal,J,SI1,61.2,55.0,982,5.29,5.3,3.24
37281,0.5,Ideal,I,SI1,62.0,55.0,982,5.08,5.11,3.16
37282,0.5,Ideal,I,SI1,61.9,58.0,982,5.06,5.09,3.14
37283,0.5,Ideal,I,SI1,62.0,55.0,982,5.09,5.14,3.17
37284,0.41,Good,E,VS2,61.1,61.0,982,4.77,4.82,2.93
37285,0.3,Ideal,E,VVS1,61.1,56.0,982,4.38,4.36,2.67
37287,0.39,Good,G,VS2,63.8,59.0,982,4.66,4.59,2.95
37288,0.32,Very Good,D,VVS1,61.9,54.0,983,4.42,4.46,2.75
37289,0.5,Very Good,G,SI2,58.6,61.0,983,5.16,5.21,3.04
37290,0.37,Ideal,D,VVS2,60.5,57.0,983,4.65,4.68,2.82
37291,0.46,Ideal,H,VS1,62.3,53.0,983,4.96,4.99,3.1
37292,0.38,Ideal,D,VS1,61.8,54.0,983,4.67,4.71,2.9
37293,0.38,Ideal,D,VS1,62.3,54.0,983,4.64,4.7,2.9
37294,0.38,Ideal,D,VS1,61.9,53.5,983,4.66,4.69,2.9
37295,0.51,Ideal,H,SI2,61.8,53.0,983,5.14,5.18,3.19
37296,0.51,Ideal,H,SI2,62.5,55.0,983,5.1,5.14,3.2
37297,0.51,Ideal,H,SI2,61.9,54.0,983,5.13,5.15,3.18
37298,0.46,Ideal,F,SI1,61.6,54.0,983,4.97,5.0,3.07
37299,0.38,Premium,G,VS2,59.9,58.0,983,4.77,4.72,2.84
37300,0.38,Ideal,I,VVS2,62.6,54.0,983,4.65,4.62,2.9
37301,0.38,Premium,H,VS1,61.6,58.0,983,4.7,4.65,2.88
37302,0.38,Premium,G,VS2,59.2,60.0,983,4.73,4.7,2.79
37303,0.38,Premium,G,VS2,59.3,59.0,983,4.74,4.71,2.8
37304,0.38,Premium,G,VS2,60.4,57.0,983,4.7,4.67,2.83
37305,0.38,Ideal,G,VS2,62.2,56.0,983,4.64,4.62,2.88
37306,0.38,Premium,G,VS2,60.1,61.0,983,4.66,4.63,2.79
37307,0.38,Premium,G,VS2,60.8,61.0,983,4.66,4.65,2.83
37308,0.47,Ideal,J,SI1,60.6,54.0,983,5.04,5.0,3.09
37309,0.36,Premium,F,VVS2,62.7,58.0,983,4.55,4.51,2.84
37310,0.39,Ideal,H,VS2,60.6,55.0,983,4.81,4.76,2.9
37311,0.33,Ideal,E,VVS1,61.2,56.0,984,4.45,4.51,2.74
37312,0.33,Ideal,E,VVS1,61.5,57.0,984,4.44,4.47,2.74
37313,0.33,Ideal,G,IF,61.8,55.0,984,4.45,4.48,2.76
37314,0.33,Ideal,E,VVS1,61.8,57.0,984,4.4,4.43,2.73
37315,0.33,Ideal,E,VVS1,61.5,56.0,984,4.46,4.49,2.75
37316,0.33,Ideal,G,IF,61.3,57.0,984,4.42,4.46,2.72
37317,0.33,Ideal,G,IF,61.6,56.0,984,4.45,4.48,2.75
37318,0.33,Ideal,E,VVS1,60.9,56.0,984,4.46,4.48,2.72
37319,0.34,Premium,D,VVS2,60.1,58.0,984,4.53,4.55,2.73
37320,0.33,Ideal,G,IF,61.6,53.0,984,4.43,4.47,2.74
37321,0.33,Premium,E,VVS1,60.1,58.0,984,4.47,4.51,2.7
37322,0.33,Ideal,G,IF,61.6,55.0,984,4.48,4.51,2.77
37323,0.33,Premium,G,IF,60.8,58.0,984,4.42,4.46,2.7
37325,0.33,Ideal,E,VVS1,61.7,56.0,984,4.46,4.48,2.76
37326,0.33,Ideal,G,IF,62.2,56.0,984,4.43,4.45,2.76
37327,0.33,Ideal,G,IF,61.7,55.0,984,4.45,4.47,2.75
37328,0.33,Premium,E,VVS1,59.7,58.0,984,4.49,4.52,2.69
37329,0.33,Ideal,G,IF,62.1,56.0,984,4.41,4.44,2.75
37330,0.33,Ideal,E,VVS1,61.7,56.0,984,4.42,4.46,2.74
37331,0.33,Ideal,E,VVS1,60.2,57.0,984,4.47,4.5,2.7
37332,0.33,Ideal,G,IF,61.9,54.0,984,4.42,4.46,2.75
37333,0.51,Good,J,VS2,63.1,56.0,984,5.1,5.13,3.23
37334,0.51,Premium,I,SI1,62.7,59.0,984,5.06,5.09,3.18
37335,0.51,Very Good,J,VS2,61.9,61.0,984,5.09,5.12,3.16
37336,0.51,Ideal,I,SI1,62.2,56.0,984,5.08,5.12,3.17
37337,0.5,Very Good,H,SI1,63.1,55.0,984,5.09,5.02,3.19
37338,0.31,Ideal,D,VVS1,60.4,56.0,984,4.38,4.43,2.66
37339,0.3,Ideal,G,VS2,61.9,57.0,984,4.26,4.3,2.65
37340,0.34,Ideal,G,IF,62.2,56.0,984,4.45,4.46,2.77
37341,0.32,Ideal,F,IF,61.1,55.0,984,4.47,4.44,2.72
37342,0.35,Premium,E,VS2,59.5,58.0,984,4.62,4.59,2.74
37343,0.35,Ideal,E,VS2,62.2,56.0,984,4.53,4.51,2.81
37344,0.35,Premium,F,VS1,60.7,58.0,984,4.58,4.54,2.77
37345,0.35,Premium,E,VS2,60.4,60.0,984,4.55,4.52,2.74
37346,0.35,Ideal,E,VS2,62.4,57.0,984,4.55,4.52,2.83
37347,0.35,Ideal,E,VS2,62.0,57.0,984,4.55,4.51,2.81
37348,0.42,Premium,H,VVS2,62.4,55.0,984,4.81,4.78,2.99
37349,0.42,Premium,H,VVS2,62.4,57.0,984,4.83,4.78,3.0
37350,0.42,Ideal,H,VVS2,62.9,56.0,984,4.79,4.75,3.0
37351,0.42,Ideal,H,VVS2,62.4,56.0,984,4.8,4.78,2.99
37352,0.42,Premium,G,VS1,59.4,59.0,984,4.9,4.86,2.9
37353,0.42,Ideal,G,VS1,61.2,54.0,984,4.86,4.82,2.96
37354,0.42,Premium,G,VS1,60.6,58.0,984,4.95,4.82,2.96
37355,0.42,Ideal,G,VS1,61.4,56.0,984,4.85,4.82,2.97
37356,0.42,Ideal,G,VS1,61.8,56.0,984,4.84,4.8,2.98
37357,0.42,Premium,G,VS1,60.9,58.0,984,4.84,4.81,2.94
37358,0.42,Ideal,G,VS1,62.7,54.0,984,4.83,4.8,3.02
37359,0.42,Ideal,G,VS1,62.0,55.0,984,4.83,4.78,2.98
37360,0.42,Ideal,G,VS1,61.8,57.0,984,4.82,4.79,2.97
37361,0.42,Premium,G,VS1,60.5,59.0,984,4.83,4.79,2.91
37362,0.42,Ideal,G,VS1,62.5,54.0,984,4.84,4.79,3.01
37363,0.42,Premium,G,VS1,60.8,59.0,984,4.85,4.79,2.93
37364,0.42,Ideal,G,VS1,61.3,57.0,984,4.81,4.78,2.94
37365,0.42,Premium,G,VS1,62.4,59.0,984,4.8,4.78,2.99
37366,0.42,Ideal,G,VS1,61.9,56.0,984,4.82,4.77,2.97
37367,0.42,Premium,G,VS1,62.5,59.0,984,4.79,4.72,2.97
37368,0.35,Ideal,H,IF,61.7,56.0,984,4.55,4.53,2.8
37369,0.35,Ideal,H,IF,60.5,56.0,984,4.59,4.56,2.77
37370,0.35,Ideal,H,IF,61.9,55.0,984,4.54,4.51,2.8
37371,0.35,Premium,G,VVS1,59.3,61.0,984,4.62,4.58,2.73
37372,0.35,Premium,E,VS2,60.9,59.0,984,4.56,4.54,2.77
37373,0.35,Ideal,E,VS2,61.7,55.0,984,4.57,4.54,2.81
37374,0.35,Premium,E,VS2,60.7,60.0,984,4.58,4.55,2.77
37375,0.35,Premium,E,VS2,59.2,58.0,984,4.63,4.59,2.73
37376,0.35,Premium,E,VS2,58.9,59.0,984,4.64,4.59,2.72
37377,0.35,Premium,E,VS2,62.1,59.0,984,4.49,4.46,2.78
37378,0.35,Ideal,E,VS2,61.6,55.0,984,4.54,4.49,2.78
37379,0.35,Ideal,E,VS2,62.5,55.0,984,4.52,4.5,2.82
37380,0.35,Ideal,E,VS2,62.1,56.0,984,4.53,4.52,2.81
37381,0.35,Ideal,E,VS2,61.6,56.0,984,4.54,4.52,2.79
37382,0.35,Ideal,E,VS2,62.0,55.0,984,4.54,4.52,2.81
37383,0.35,Ideal,E,VS2,61.5,55.0,984,4.56,4.52,2.79
37384,0.35,Ideal,E,VS2,61.7,56.0,984,4.56,4.52,2.8
37385,0.35,Premium,E,VS2,61.6,58.0,984,4.57,4.52,2.8
37386,0.53,Premium,E,SI2,62.2,57.0,984,5.2,5.16,3.22
37387,0.53,Premium,E,SI2,59.9,58.0,984,5.31,5.27,3.17
37388,0.35,Premium,F,VS1,60.5,58.0,984,4.59,4.57,2.77
37389,0.5,Ideal,J,VS1,63.0,56.0,984,5.08,5.05,3.19
37390,0.3,Premium,E,IF,61.9,61.0,984,4.32,4.27,2.66
37392,0.43,Good,F,SI1,63.7,57.0,984,4.79,4.73,3.04
37393,0.41,Premium,H,SI1,61.8,59.0,984,4.81,4.77,2.96
37396,0.49,Very Good,F,SI1,62.3,57.0,985,5.05,5.07,3.15
37397,0.36,Ideal,G,IF,61.5,56.0,985,4.59,4.62,2.83
37398,0.36,Ideal,G,IF,61.7,56.0,985,4.57,4.6,2.83
37399,0.34,Ideal,F,IF,62.3,54.0,985,4.48,4.51,2.8
37400,0.31,Ideal,F,VVS1,62.4,55.0,985,4.34,4.32,2.7
37401,0.42,Premium,F,VS1,59.8,57.0,985,4.89,4.85,2.91
37402,0.42,Ideal,F,VS1,60.6,56.0,985,4.87,4.83,2.94
37403,0.39,Ideal,E,VS2,60.4,56.0,985,4.73,4.7,2.85
37404,0.44,Very Good,H,VVS1,61.0,59.0,986,4.87,4.9,2.98
37405,0.33,Ideal,E,VVS1,62.2,55.0,986,4.42,4.46,2.76
37406,0.41,Good,G,VVS1,61.0,61.0,986,4.77,4.8,2.92
37407,0.41,Good,D,VS1,60.2,62.0,986,4.8,4.84,2.9
37408,0.44,Very Good,E,VS2,60.3,58.0,987,4.9,4.92,2.96
37409,0.31,Very Good,E,IF,58.1,60.0,987,4.45,4.5,2.6
37410,0.47,Premium,D,SI1,60.6,61.0,987,5.04,5.0,3.04
37411,0.47,Good,D,SI1,63.8,59.0,987,4.9,4.88,3.12
37412,0.37,Ideal,F,VVS2,61.1,56.0,987,4.62,4.65,2.83
37413,0.39,Ideal,F,VVS2,61.2,56.0,987,4.7,4.75,2.89
37414,0.43,Ideal,H,VVS1,61.7,56.0,987,4.86,4.9,3.01
37415,0.31,Ideal,E,IF,61.9,54.0,987,4.38,4.41,2.72
37416,0.31,Ideal,E,IF,62.2,54.0,987,4.33,4.35,2.7
37417,0.31,Ideal,E,IF,60.9,55.0,987,4.39,4.41,2.68
37418,0.5,Good,I,VS2,64.6,59.0,987,4.9,4.95,3.18
37420,0.38,Very Good,F,VS1,58.7,63.0,988,4.75,4.79,2.8
37421,0.38,Very Good,F,VS1,59.7,61.0,988,4.69,4.73,2.81
37422,0.38,Very Good,I,IF,59.5,57.0,988,4.72,4.76,2.82
37423,0.4,Ideal,E,VVS2,61.5,55.0,988,4.77,4.79,2.94
37424,0.4,Premium,E,VVS2,60.8,59.0,988,4.73,4.77,2.89
37425,0.4,Ideal,E,VVS2,61.6,56.0,988,4.73,4.78,2.93
37426,0.4,Ideal,E,VVS2,61.7,57.0,988,4.73,4.77,2.93
37427,0.4,Very Good,E,VVS2,61.4,56.0,988,4.74,4.81,2.93
37428,0.39,Ideal,F,VVS2,61.7,56.0,988,4.7,4.73,2.91
37429,0.39,Ideal,F,VVS2,62.0,54.0,988,4.7,4.72,2.92
37430,0.39,Ideal,F,VVS2,62.1,55.0,988,4.7,4.74,2.93
37431,0.39,Ideal,F,VVS2,61.6,55.0,988,4.71,4.74,2.91
37432,0.39,Ideal,F,VVS2,61.3,56.0,988,4.73,4.77,2.91
37433,0.51,Ideal,J,VS1,61.6,54.0,988,5.14,5.18,3.18
37434,0.38,Ideal,F,VS1,61.5,55.0,988,4.68,4.69,2.88
37435,0.39,Ideal,D,VS1,61.8,54.0,988,4.69,4.73,2.91
37436,0.51,Ideal,J,SI1,62.5,56.0,988,5.06,5.12,3.18
37437,0.31,Ideal,E,VVS1,61.8,56.0,988,4.36,4.34,2.69
37438,0.31,Ideal,E,VVS1,61.0,57.0,988,4.36,4.33,2.65
37439,0.31,Ideal,E,VVS1,61.7,56.0,988,4.36,4.33,2.68
37440,0.31,Premium,E,VVS1,61.3,58.0,988,4.39,4.36,2.68
37441,0.31,Premium,E,VVS1,61.5,58.0,988,4.37,4.35,2.68
37442,0.32,Ideal,D,VVS1,62.1,54.0,988,4.43,4.4,2.74
37443,0.31,Ideal,G,IF,61.9,56.0,988,4.39,4.36,2.71
37444,0.31,Ideal,G,IF,61.0,56.0,988,4.38,4.37,2.67
37445,0.31,Ideal,G,IF,61.0,56.0,988,4.39,4.37,2.67
37446,0.31,Premium,G,IF,61.6,55.0,988,4.42,4.38,2.71
37447,0.31,Ideal,G,IF,61.6,55.0,988,4.39,4.34,2.69
